CODVIA,NOMVIA,NUMERO,NOM_ACTIVITAT,TIPUS,CATEGORIA,LAT,LNG,WEBSITE,TELEFON,HORARI,FONT,BARRI,DISTRICTE,ADRECA,CCAE
,c. de Sant Joan,47,MIPTU ESPAI MEDIC DENTAL,activitat_econòmica,Activitats odontològiques,41.5481,2.1076,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Sant Joan, 47 Bxs",Activitats odontològiques
,Rambla,56,MISAKO,activitat_econòmica,Comerç al detall de calçat i articles de cuir en establiments especialitzats,41.5488,2.10625,,,,sabadellempresa.cat,EL CENTRE,1,"Rambla, 56 Bxs",Comerç al detall de calçat i articles de cuir en establiments especialitzats
,c. de Felip Benessat,5,MITE LS PRODUCCIONS SL,activitat_econòmica,Organització de convencions i fires de mostres,41.5457,2.11049,,,,sabadellempresa.cat,COVADONGA,1,"c. de Felip Benessat, 5 Bxs",Organització de convencions i fires de mostres
,c. de Bosch i Cardellach,77,MOBLES RIBALTA,activitat_econòmica,"Comerç a l'engròs de mobles, catifes i aparells d'il·luminació",41.542,2.12214,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Bosch i Cardellach, 77 Bxs","Comerç a l'engròs de mobles, catifes i aparells d'il·luminació"
,pl. de Catalunya,16,MOLA TV,activitat_econòmica,Activitats de programació i emissió de televisió,41.5463,2.10492,,,,sabadellempresa.cat,HOSTAFRANCS,1,"pl. de Catalunya, 16 Bxs 2a",Activitats de programació i emissió de televisió
,ctra. de Caldes,108,MOLLES PAJ,activitat_econòmica,Fabricació de perns i cargols,41.5414,2.11165,,,,sabadellempresa.cat,COVADONGA,1,"ctra. de Caldes, 108 Bxs",Fabricació de perns i cargols
,c. de Colom,15,MON ARQUITECTURA,activitat_econòmica,Serveis tècnics d'arquitectura,41.5454,2.11355,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Colom, 15 Bxs",Serveis tècnics d'arquitectura
,c. del Marquès de Comillas,13,MON CULINARI,activitat_econòmica,Restaurants i establiments de menjars,41.5404,2.11079,,,,sabadellempresa.cat,EL CENTRE,1,"c. del Marquès de Comillas, 13A Bxs",Restaurants i establiments de menjars
,c. de la Indústria,23,MON-GRAPHIC,activitat_econòmica,Agències de publicitat,41.5474,2.09577,,,,sabadellempresa.cat,EL CENTRE,1,"c. de la Indústria, 23B 1r",Agències de publicitat
,c. de Jovellanos,81,MONICA,activitat_econòmica,Perruqueria i altres tractaments de bellesa,41.5461,2.10566,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Jovellanos, 81 Bxs",Perruqueria i altres tractaments de bellesa
,c. de l' Espirall,42,MONICA ESCRIBA,activitat_econòmica,Educació relacionada amb la cultura,41.5469,2.11514,,,,sabadellempresa.cat,EL CENTRE,1,"c. de l' Espirall, 42 Bxs",Educació relacionada amb la cultura
,c. de Gràcia,18,MONTESINOS,activitat_econòmica,Comerç al detall de tèxtils en establiments especialitzats,41.5443,2.10386,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Gràcia, 18 Bxs",Comerç al detall de tèxtils en establiments especialitzats
,c. del Mestre Rius,7,MONTSE ESTILISTES,activitat_econòmica,Perruqueria i altres tractaments de bellesa,41.549,2.11511,,,,sabadellempresa.cat,EL CENTRE,1,"c. del Mestre Rius, 7 Bxs",Perruqueria i altres tractaments de bellesa
,c. de Calderón,139,MONTSE QUESADA PERRU,activitat_econòmica,Perruqueria i altres tractaments de bellesa,41.5448,2.10951,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Calderón, 139 Bxs A",Perruqueria i altres tractaments de bellesa
,pg. de la Plaça Major,27,MONTSEINTERIORS.COM,activitat_econòmica,Comerç al detall de tèxtils en establiments especialitzats,41.5444,2.12022,,,,sabadellempresa.cat,EL CENTRE,1,"pg. de la Plaça Major, 27 Bxs",Comerç al detall de tèxtils en establiments especialitzats
,c. de Corominas,23,MORERA CLINICA VETERINARIA,activitat_econòmica,Activitats veterinàries,41.5443,2.12011,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Corominas, 23 Bxs",Activitats veterinàries
,via de Massagué,36,MORRAL,activitat_econòmica,Comerç al detall d'articles de rellotgeria i joieria en establiments especialitz,41.5482,2.10716,,,,sabadellempresa.cat,EL CENTRE,1,"via de Massagué, 36 Bxs 1a",Comerç al detall d'articles de rellotgeria i joieria en establiments especialitzats
,c. dels Cardona,18,MOSTRA TINT SL,activitat_econòmica,Acabament de tèxtils,41.5482,2.10716,,,,sabadellempresa.cat,COVADONGA,1,"c. dels Cardona, 18 Bxs",Acabament de tèxtils
,c. de Latorre,56,MOTO'S,activitat_econòmica,"Venda, manteniment i reparació de motocicletes, i dels seus recanvis i accessori",41.5482,2.10716,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Latorre, 56 Bxs","Venda, manteniment i reparació de motocicletes, i dels seus recanvis i accessoris"
,Rambla,188,MOVISTAR,activitat_econòmica,Comerç al detall d'equips de telecomunicacions en establiments especialitzats,41.5468,2.10932,,,,sabadellempresa.cat,EL CENTRE,1,"Rambla, 188 Bxs",Comerç al detall d'equips de telecomunicacions en establiments especialitzats
,Rambla,25,MOVISTAR,activitat_econòmica,Comerç al detall d'equips de telecomunicacions en establiments especialitzats,41.5424,2.11029,,,,sabadellempresa.cat,EL CENTRE,1,"Rambla, 25 Bxs",Comerç al detall d'equips de telecomunicacions en establiments especialitzats
,rda. de Ponent,156,MSI MUÑOZ SERVEIS INTEGRALS,activitat_econòmica,Serveis administratius combinats,41.5475,2.11415,,,,sabadellempresa.cat,EL CENTRE,1,"rda. de Ponent, 156 Bxs",Serveis administratius combinats
,c. de Jovellanos,99,MUGENDO SABADELL,activitat_econòmica,Gestió d'instal·lacions esportives,41.5466,2.1012,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Jovellanos, 99 Bxs 5a",Gestió d'instal·lacions esportives
,c. de Clavé,33,MULTISYSTEMS BARS CONTROL SL,activitat_econòmica,Altres tipus de comerç al detall en establiments no especialitzats,41.5429,2.11591,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Clavé, 33 Bxs",Altres tipus de comerç al detall en establiments no especialitzats
,c. de Gràcia,124,MUTUA GENERAL DE CATALUNYA,activitat_econòmica,Altres activitats auxiliars d'assegurances i fons de pensions,41.5423,2.1112,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Gràcia, 124 Bxs 2a",Altres activitats auxiliars d'assegurances i fons de pensions
,c. de Narcís Giralt,16,MUTUA GENERAL SEGURO,activitat_econòmica,Activitats d'agents i corredors d'assegurances,41.5481,2.10651,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Narcís Giralt, 16 Bxs",Activitats d'agents i corredors d'assegurances
,c. de Sant Joan,4,MVA CAT,activitat_econòmica,"Activitats de comptabilitat, tenidoria de llibres, auditoria i assessoria fiscal",41.5491,2.10139,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Sant Joan, 4 1r 2a","Activitats de comptabilitat, tenidoria de llibres, auditoria i assessoria fiscal"
,c. de Sant Pere,17,NAILS STORY 86,activitat_econòmica,Perruqueria i altres tractaments de bellesa,41.5505,2.10056,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Sant Pere, 17 Bxs",Perruqueria i altres tractaments de bellesa
,c. de les Paus,98,NAN-TIC,activitat_econòmica,Activitats de programació informàtica,41.5436,2.11788,,,,sabadellempresa.cat,EL CENTRE,1,"c. de les Paus, 98 Bxs B",Activitats de programació informàtica
,pg. de la Plaça Major,51,NATURA,activitat_econòmica,Comerç al detall d'altres tipus d'articles nous en establiments especialitzats,41.5439,2.1092,,,,sabadellempresa.cat,EL CENTRE,1,"pg. de la Plaça Major, 51 Bxs",Comerç al detall d'altres tipus d'articles nous en establiments especialitzats
,c. de Casanovas i Bosch,37,NATURALNESS,activitat_econòmica,Perruqueria i altres tractaments de bellesa,41.5439,2.1092,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Casanovas i Bosch, 37 Bxs",Perruqueria i altres tractaments de bellesa
,c. de Calderón,50,NATURCENTER,activitat_econòmica,Comerç al detall d'altres tipus de productes alimentaris en establiments especia,41.5439,2.1092,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Calderón, 50 Bxs 14a",Comerç al detall d'altres tipus de productes alimentaris en establiments especialitzats
,Rambla,32,NESPRESSO,activitat_econòmica,Comerç al detall d'altres tipus de productes alimentaris en establiments especia,41.5501,2.11924,,,,sabadellempresa.cat,EL CENTRE,1,"Rambla, 32 Bxs",Comerç al detall d'altres tipus de productes alimentaris en establiments especialitzats
,rda. de Zamenhof,33,NETEGES CREU ALTA,activitat_econòmica,Activitats de neteja ncaa,41.547,2.11074,,,,sabadellempresa.cat,EL CENTRE,1,"rda. de Zamenhof, 33 Bxs",Activitats de neteja ncaa
,pg. de Gaudí,33,NETEGES LSV,activitat_econòmica,Dipòsit i emmagatzematge,41.5486,2.09889,,,,sabadellempresa.cat,COVADONGA,1,"pg. de Gaudí, 33E Bxs",Dipòsit i emmagatzematge
,rda. de Ponent,156,NETEGES MUÑOZ,activitat_econòmica,Neteja general d'edificis,41.5414,2.11142,,,,sabadellempresa.cat,EL CENTRE,1,"rda. de Ponent, 156 Bxs",Neteja general d'edificis
,ptge. del Vallès,18,NETEGES MUÑOZ SL,activitat_econòmica,Dipòsit i emmagatzematge,41.5441,2.11088,,,,sabadellempresa.cat,EL CENTRE,1,"ptge. del Vallès, 18A Bxs 1a",Dipòsit i emmagatzematge
,c. de Casanovas i Bosch,52,NEUROLOGIA,activitat_econòmica,Activitats de medicina especialitzada,41.544,2.11897,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Casanovas i Bosch, 52 Bxs 1a",Activitats de medicina especialitzada
,c. de Jovellanos,107,NEW BARBER,activitat_econòmica,Perruqueria i altres tractaments de bellesa,41.546,2.10761,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Jovellanos, 107B Bxs",Perruqueria i altres tractaments de bellesa
,c. de Sant Llorenç,76,NEXT ARQUITECTURA,activitat_econòmica,Serveis tècnics d'arquitectura,41.5474,2.09557,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Sant Llorenç, 76 Bxs 2a",Serveis tècnics d'arquitectura
,c. de la República,18,NICOLAS ADMINISTRADOR DE FINQUES - ADVOCTAS,activitat_econòmica,Gestió i administració de la propietat immobiliària,41.5459,2.10569,,,,sabadellempresa.cat,EL CENTRE,1,"c. de la República, 18 1r",Gestió i administració de la propietat immobiliària
,c. de la Fàbrica dels Nois Buxó,30,NIQUELTRES,activitat_econòmica,Tractament i revestiment de metalls,41.5482,2.10939,,,,sabadellempresa.cat,COVADONGA,1,"c. de la Fàbrica dels Nois Buxó, 30 Bxs",Tractament i revestiment de metalls
,c. de Gràcia,51,NN RENTA SA,activitat_econòmica,Activitats afins al transport terrestre,41.5465,2.0949,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Gràcia, 51 S03",Activitats afins al transport terrestre
,ptge. de Colom,22,NOMINAT,activitat_econòmica,Fabricació d'altres productes tèxtils ncaa,41.5446,2.10098,,,,sabadellempresa.cat,EL CENTRE,1,"ptge. de Colom, 22 Bxs 1a",Fabricació d'altres productes tèxtils ncaa
,c. del Convent,67,NORCROS,activitat_econòmica,Comerç a l'engròs de recanvis i accessoris de vehicles de motor,41.5432,2.1098,,,,sabadellempresa.cat,EL CENTRE,1,"c. del Convent, 67 Bxs",Comerç a l'engròs de recanvis i accessoris de vehicles de motor
,c. de Sant Antoni,34,NORMA COMICS,activitat_econòmica,Comerç al detall de periòdics i articles de papereria en establiments especialit,41.5423,2.11216,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Sant Antoni, 34 Bxs 2a",Comerç al detall de periòdics i articles de papereria en establiments especialitzats
,pl. de Catalunya,16,NORTH TATOO SABADELL,activitat_econòmica,Altres activitats de serveis personals ncaa,41.546,2.11308,,,,sabadellempresa.cat,HOSTAFRANCS,1,"pl. de Catalunya, 16 Bxs 1a",Altres activitats de serveis personals ncaa
,c. de Sant Antoni Maria Claret,1,NOTARIA,activitat_econòmica,Activitats jurídiques,41.5474,2.1043,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Sant Antoni Maria Claret, 1 2n 1a",Activitats jurídiques
,c. de la República,36,NOTARIA,activitat_econòmica,Activitats jurídiques,41.5502,2.1043,,,,sabadellempresa.cat,EL CENTRE,1,"c. de la República, 36 Bxs 1a",Activitats jurídiques
,c. de Narcís Giralt,57,NOTARIA JAVIER MICO,activitat_econòmica,Activitats jurídiques,41.5449,2.11263,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Narcís Giralt, 57 Bxs 1a",Activitats jurídiques
,c. de Lacy,23,NOTARIA JOAN BOSCH BOADA,activitat_econòmica,Activitats jurídiques,41.5509,2.10369,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Lacy, 23 Bxs 2a",Activitats jurídiques
,c. de Sant Pau,2,NOTARIA M LARA DOMINGUEZ,activitat_econòmica,Activitats jurídiques,41.5453,2.09864,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Sant Pau, 2 1r 1a",Activitats jurídiques
,c. de Calderón,44,NOUS STILS,activitat_econòmica,Comerç al detall de peces de vestir en establiments especialitzats,41.5488,2.10608,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Calderón, 44 Bxs 10a",Comerç al detall de peces de vestir en establiments especialitzats
,c. de la Indústria,19,NOVAMEDICUM,activitat_econòmica,Activitats de medicina especialitzada,41.5454,2.10772,,,,sabadellempresa.cat,EL CENTRE,1,"c. de la Indústria, 19 Bxs 1a",Activitats de medicina especialitzada
,Rambla,116,NUO DERMOESTETICA,activitat_econòmica,Perruqueria i altres tractaments de bellesa,41.5485,2.10862,,,,sabadellempresa.cat,EL CENTRE,1,"Rambla, 116 Bxs",Perruqueria i altres tractaments de bellesa
,pl. de l' Àngel,14,O'OTOYA,activitat_econòmica,Altres serveis de menjars,41.5481,2.10749,,,,sabadellempresa.cat,EL CENTRE,1,"pl. de l' Àngel, 14 Bxs",Altres serveis de menjars
,c. de les Tres Creus,141,O'PAN,activitat_econòmica,"Comerç al detall de pa i productes de fleca, confiteria i pastisseria en establi",41.5402,2.11468,,,,sabadellempresa.cat,EL CENTRE,1,"c. de les Tres Creus, 141 Bxs 5a","Comerç al detall de pa i productes de fleca, confiteria i pastisseria en establiments especialitzats"
,pl. Laietana,7,OAOABARNA SL,activitat_econòmica,Comerç a l'engròs d'aparells electrodomèstics i d'aparells de ràdio i televisió,41.5475,2.10373,,,,sabadellempresa.cat,COVADONGA,1,"pl. Laietana, 7 Bxs",Comerç a l'engròs d'aparells electrodomèstics i d'aparells de ràdio i televisió
,c. del Sol,167,OBDULIA DE LA ROCHA ABOGADOS PENALISTAS,activitat_econòmica,Activitats jurídiques,41.5481,2.10354,,,,sabadellempresa.cat,EL CENTRE,1,"c. del Sol, 167 Ent 4a",Activitats jurídiques
,c. del Sol,1,OBRES,activitat_econòmica,Instal·lacions elèctriques,41.544,2.11394,,,,sabadellempresa.cat,EL CENTRE,1,"c. del Sol, 1 6è 1a",Instal·lacions elèctriques
,c. de Prat de la Riba,15,OCASO,activitat_econòmica,"Assegurances, excepte assegurances de vida",41.5466,2.10959,,,,sabadellempresa.cat,HOSTAFRANCS,1,"c. de Prat de la Riba, 15 1 Bxs 5a","Assegurances, excepte assegurances de vida"
,Rambla,167,OCTAVI ASSESSORS,activitat_econòmica,"Activitats de comptabilitat, tenidoria de llibres, auditoria i assessoria fiscal",41.5501,2.10773,,,,sabadellempresa.cat,EL CENTRE,1,"Rambla, 167 Bxs 2a","Activitats de comptabilitat, tenidoria de llibres, auditoria i assessoria fiscal"
,c. de Gràcia,65,OFAME,activitat_econòmica,Restaurants i establiments de menjars,41.5437,2.11833,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Gràcia, 65 Bxs",Restaurants i establiments de menjars
,c. de les Tres Creus,104,OK CUPCAKE,activitat_econòmica,"Comerç al detall de pa i productes de fleca, confiteria i pastisseria en establi",41.5461,2.1105,,,,sabadellempresa.cat,EL CENTRE,1,"c. de les Tres Creus, 104 Bxs","Comerç al detall de pa i productes de fleca, confiteria i pastisseria en establiments especialitzats"
,Rambla,110,OKAIDI,activitat_econòmica,Comerç al detall de peces de vestir en establiments especialitzats,41.5475,2.10737,,,,sabadellempresa.cat,EL CENTRE,1,"Rambla, 110 Bxs",Comerç al detall de peces de vestir en establiments especialitzats
,c. de la Rosa,18,OLALA BEBE,activitat_econòmica,Comerç al detall de peces de vestir en establiments especialitzats,41.5487,2.10551,,,,sabadellempresa.cat,EL CENTRE,1,"c. de la Rosa, 18 Bxs",Comerç al detall de peces de vestir en establiments especialitzats
,c. de Calderón,169,OLIMPIC,activitat_econòmica,Restaurants i establiments de menjars,41.5468,2.11211,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Calderón, 169 Bxs 7a",Restaurants i establiments de menjars
,pg. de la Plaça Major,59,OLIVER,activitat_econòmica,Elaboració de gelats,41.5486,2.108,,,,sabadellempresa.cat,EL CENTRE,1,"pg. de la Plaça Major, 59 Bxs",Elaboració de gelats
,pg. de la Plaça Major,1,OPTICA ANDORRANA,activitat_econòmica,Comerç al detall d'articles mèdics i ortopèdics en establiments especialitzats,41.5478,2.11188,,,,sabadellempresa.cat,EL CENTRE,1,"pg. de la Plaça Major, 1 Bxs",Comerç al detall d'articles mèdics i ortopèdics en establiments especialitzats
,pl. de Sant Roc,7,OPTICA UNIVERSITARIA,activitat_econòmica,Comerç al detall d'articles mèdics i ortopèdics en establiments especialitzats,41.5473,2.1055,,,,sabadellempresa.cat,EL CENTRE,1,"pl. de Sant Roc, 7 Bxs",Comerç al detall d'articles mèdics i ortopèdics en establiments especialitzats
,c. de l' Escola Industrial,13,OPTICALIA MARTIN,activitat_econòmica,Comerç al detall d'articles mèdics i ortopèdics en establiments especialitzats,41.5446,2.11532,,,,sabadellempresa.cat,EL CENTRE,1,"c. de l' Escola Industrial, 13 Bxs 1a",Comerç al detall d'articles mèdics i ortopèdics en establiments especialitzats
,c. de Balmes,93,ORANGE 24 SERVEIS SL,activitat_econòmica,Serveis tècnics d'enginyeria i altres activitats relacionades amb l'assessoramen,41.5422,2.11104,,,,sabadellempresa.cat,COVADONGA,1,"c. de Balmes, 93 4t 3a",Serveis tècnics d'enginyeria i altres activitats relacionades amb l'assessorament tècnic
,c. de Garcilaso,100,ORGATECNOS,activitat_econòmica,Altres activitats d'educació ncaa,41.5472,2.1028,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Garcilaso, 100 Bxs",Altres activitats d'educació ncaa
,c. de Sant Pere,15,ORIENTA ADVOCATS,activitat_econòmica,Activitats jurídiques,41.5481,2.09869,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Sant Pere, 15 1r",Activitats jurídiques
,c. d' Àngel Guimerà,13,ORIOL PUJADAS DE OSSO ASSEGURANCES,activitat_econòmica,Activitats d'agents i corredors d'assegurances,41.5495,2.10689,,,,sabadellempresa.cat,EL CENTRE,1,"c. d' Àngel Guimerà, 13 Bxs",Activitats d'agents i corredors d'assegurances
,rda. de Ponent,60,OROFUSION,activitat_econòmica,Comerç al detall d'articles de rellotgeria i joieria en establiments especialitz,41.5455,2.09651,,,,sabadellempresa.cat,EL CENTRE,1,"rda. de Ponent, 60 Bxs 4a",Comerç al detall d'articles de rellotgeria i joieria en establiments especialitzats
,c. de Sant Pau,13,ORTOPEDIA ARRAHONA,activitat_econòmica,Comerç al detall d'articles mèdics i ortopèdics en establiments especialitzats,41.5455,2.10827,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Sant Pau, 13 Bxs",Comerç al detall d'articles mèdics i ortopèdics en establiments especialitzats
,c. de les Valls,41,OSVALDO MONTER ADVOCAT,activitat_econòmica,Activitats jurídiques,41.5468,2.10132,,,,sabadellempresa.cat,EL CENTRE,1,"c. de les Valls, 41 4t 1a",Activitats jurídiques
,c. de Joaquín Costa,83,OUT PACK SL,activitat_econòmica,Activitats postals nacionals,41.539,2.10883,,,,sabadellempresa.cat,HOSTAFRANCS,1,"c. de Joaquín Costa, 83 Bxs",Activitats postals nacionals
,c. de Sant Baldomer,78,P O E M S BARCELONA KNITTING HUB SL,activitat_econòmica,Confecció d'altres articles amb teixits de punt,41.5422,2.11125,,,,sabadellempresa.cat,HOSTAFRANCS,1,"c. de Sant Baldomer, 78 Bxs",Confecció d'altres articles amb teixits de punt
,c. de Joaquín Costa,71,PAIFER,activitat_econòmica,Fabricació de maquinària per a les indústries extractives i de la construcció,41.5471,2.11016,,,,sabadellempresa.cat,HOSTAFRANCS,1,"c. de Joaquín Costa, 71 Bxs",Fabricació de maquinària per a les indústries extractives i de la construcció
,Rambla,143,PANABAD,activitat_econòmica,"Comerç al detall de pa i productes de fleca, confiteria i pastisseria en establi",41.5471,2.10989,,,,sabadellempresa.cat,EL CENTRE,1,"Rambla, 143 Bxs","Comerç al detall de pa i productes de fleca, confiteria i pastisseria en establiments especialitzats"
,c. de la Palanca,13,PAQUITA BOUTIQUE,activitat_econòmica,Comerç al detall de peces de vestir en establiments especialitzats,41.5447,2.10981,,,,sabadellempresa.cat,EL CENTRE,1,"c. de la Palanca, 13 Bxs 2a",Comerç al detall de peces de vestir en establiments especialitzats
,c. de les Tres Creus,131,PARIS TOUJOURS CAFE,activitat_econòmica,"Comerç al detall de pa i productes de fleca, confiteria i pastisseria en establi",41.5528,2.11332,,,,sabadellempresa.cat,EL CENTRE,1,"c. de les Tres Creus, 131 Bxs 1a","Comerç al detall de pa i productes de fleca, confiteria i pastisseria en establiments especialitzats"
,c. de l' Horta Novella,33,PARKING DUMO,activitat_econòmica,Activitats afins al transport terrestre,41.5425,2.11361,,,,sabadellempresa.cat,EL CENTRE,1,"c. de l' Horta Novella, 33 Bxs",Activitats afins al transport terrestre
,c. de Narcís Giralt,67,PARKING JOISA,activitat_econòmica,Activitats afins al transport terrestre,41.5495,2.09807,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Narcís Giralt, 67 1 S01 1a",Activitats afins al transport terrestre
,Rambla,114,PARLEM TELECOM,activitat_econòmica,Comerç al detall d'equips de telecomunicacions en establiments especialitzats,41.5548,2.11571,,,,sabadellempresa.cat,EL CENTRE,1,"Rambla, 114 Bxs",Comerç al detall d'equips de telecomunicacions en establiments especialitzats
,c. de la Salut,56,PEDACETS,activitat_econòmica,Comerç al detall de tèxtils en establiments especialitzats,41.5469,2.10533,,,,sabadellempresa.cat,EL CENTRE,1,"c. de la Salut, 56 Bxs",Comerç al detall de tèxtils en establiments especialitzats
,pl. del Mercat,1,PEIX DE PLATJA JOAN P. 352-353,activitat_econòmica,Comerç al detall de peix i marisc en establiments especialitzats,41.5399,2.1137,,,,sabadellempresa.cat,EL CENTRE,1,"pl. del Mercat, 1 Bxs",Comerç al detall de peix i marisc en establiments especialitzats
,pl. del Mercat,1,PEIXATERIA ANITA P. 355,activitat_econòmica,Comerç al detall de peix i marisc en establiments especialitzats,41.5429,2.10367,,,,sabadellempresa.cat,EL CENTRE,1,"pl. del Mercat, 1 Bxs",Comerç al detall de peix i marisc en establiments especialitzats
,ctra. de Barcelona,11,PELUQUERIA YSA MIRANDA,activitat_econòmica,Perruqueria i altres tractaments de bellesa,41.5473,2.11157,,,,sabadellempresa.cat,EL CENTRE,1,"ctra. de Barcelona, 11 Bxs",Perruqueria i altres tractaments de bellesa
,c. de la Rosa,4,PENINA CONCEPT,activitat_econòmica,Comerç al detall de peces de vestir en establiments especialitzats,41.5499,2.10429,,,,sabadellempresa.cat,EL CENTRE,1,"c. de la Rosa, 4 Bxs",Comerç al detall de peces de vestir en establiments especialitzats
,c. de Sant Antoni Maria Claret,18,PERE GILI BARBOSA,activitat_econòmica,Comerç a l'engròs de tèxtils,41.5431,2.10628,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Sant Antoni Maria Claret, 18 Ent 8a",Comerç a l'engròs de tèxtils
,c. de Capmany,83,PERRUQUERIA 1981,activitat_econòmica,Perruqueria i altres tractaments de bellesa,41.5475,2.10739,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Capmany, 83 Bxs 1a",Perruqueria i altres tractaments de bellesa
,c. de Latorre,136,PERRUQUERIA ELS COSINS,activitat_econòmica,Perruqueria i altres tractaments de bellesa,41.5475,2.10929,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Latorre, 136 1 Bxs 5a",Perruqueria i altres tractaments de bellesa
,c. de Covadonga,359,PERRUQUERIA GUILLERMINA,activitat_econòmica,Perruqueria i altres tractaments de bellesa,41.5465,2.10097,,,,sabadellempresa.cat,COVADONGA,1,"c. de Covadonga, 359 Bxs",Perruqueria i altres tractaments de bellesa
,c. de l' Escola Pia,9,PERRUQUERIA M.DOLORS,activitat_econòmica,Perruqueria i altres tractaments de bellesa,41.5474,2.1085,,,,sabadellempresa.cat,EL CENTRE,1,"c. de l' Escola Pia, 9 Bxs",Perruqueria i altres tractaments de bellesa
,c. d' Arimon,2,PERRUQUERIA MANEL MONPEL,activitat_econòmica,Perruqueria i altres tractaments de bellesa,41.5472,2.1044,,,,sabadellempresa.cat,EL CENTRE,1,"c. d' Arimon, 2C Bxs 2a",Perruqueria i altres tractaments de bellesa
,via de Massagué,93,PERRUQUERIA VANESSA,activitat_econòmica,Perruqueria i altres tractaments de bellesa,41.5471,2.10446,,,,sabadellempresa.cat,EL CENTRE,1,"via de Massagué, 93 Bxs",Perruqueria i altres tractaments de bellesa
,pl. del Mercat,1,PESCA SALADA SONIA ZARAGOZA P. 215-217,activitat_econòmica,Comerç al detall de peix i marisc en establiments especialitzats,41.5504,2.10754,,,,sabadellempresa.cat,EL CENTRE,1,"pl. del Mercat, 1 Bxs",Comerç al detall de peix i marisc en establiments especialitzats
,c. de Sant Quirze,48,PETIT,activitat_econòmica,Comerç al detall de calçat i articles de cuir en establiments especialitzats,41.5436,2.1181,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Sant Quirze, 48 Bxs",Comerç al detall de calçat i articles de cuir en establiments especialitzats
,c. de Latorre,12,PETIT SABA RESTAURANT JAPONES,activitat_econòmica,Restaurants i establiments de menjars,41.5391,2.11085,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Latorre, 12 Bxs 1a",Restaurants i establiments de menjars
,c. del Pare Sallarès,2,PIAF,activitat_econòmica,Establiments de begudes,41.54,2.11212,,,,sabadellempresa.cat,EL CENTRE,1,"c. del Pare Sallarès, 2A Bxs 8a",Establiments de begudes
,pg. de la Plaça Major,26,PIERRE ASESORES,activitat_econòmica,Activitats jurídiques,41.5454,2.10978,,,,sabadellempresa.cat,EL CENTRE,1,"pg. de la Plaça Major, 26 2n 1a",Activitats jurídiques
,c. de Prat de la Riba,41,PILATES POWER HOUSE,activitat_econòmica,Educació relacionada amb l'esport i les activitats recreatives,41.5504,2.10396,,,,sabadellempresa.cat,HOSTAFRANCS,1,"c. de Prat de la Riba, 41 Bxs 1a",Educació relacionada amb l'esport i les activitats recreatives
,c. de Vilarrúbias,50,PIMEC,activitat_econòmica,Activitats d'organitzacions empresarials i patronals,41.5444,2.10175,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Vilarrúbias, 50 Bxs",Activitats d'organitzacions empresarials i patronals
,c. de Joaquín Costa,85,PINTURAS C J 2008,activitat_econòmica,Manteniment i reparació de vehicles de motor,41.543,2.10645,,,,sabadellempresa.cat,HOSTAFRANCS,1,"c. de Joaquín Costa, 85 Bxs",Manteniment i reparació de vehicles de motor
,c. de Bonavista,179,PINTURAS CANO,activitat_econòmica,Dipòsit i emmagatzematge,41.55,2.1051,,,,sabadellempresa.cat,COVADONGA,1,"c. de Bonavista, 179 Bxs 1a",Dipòsit i emmagatzematge
